,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
66,2020-06-18,234.79523065290178,149.6771967335359,311.21030322179644,234.79523065290178,234.79523065290178,-3.844267505542299,-3.844267505542299,-3.844267505542299,-3.844267505542299,-3.844267505542299,-3.844267505542299,0.0,0.0,0.0,230.9509631473595
67,2020-06-19,236.66835130085354,147.72287814757965,311.5505465020979,236.66835130085354,236.66835130085354,-7.762427094637269,-7.762427094637269,-7.762427094637269,-7.762427094637269,-7.762427094637269,-7.762427094637269,0.0,0.0,0.0,228.90592420621627
68,2020-06-22,242.28771324470878,146.45093904040212,324.03954042201053,242.28771324470878,242.28771324470878,-5.865172059107722,-5.865172059107722,-5.865172059107722,-5.865172059107722,-5.865172059107722,-5.865172059107722,0.0,0.0,0.0,236.42254118560106
69,2020-06-23,244.16083389266052,158.30107014254673,333.04917150310126,244.16083389266052,244.16083389266052,-2.3850194152921844,-2.3850194152921844,-2.3850194152921844,-2.3850194152921844,-2.3850194152921844,-2.3850194152921844,0.0,0.0,0.0,241.77581447736833
70,2020-06-24,246.0339545406123,153.12493651876073,328.09074916568613,246.0339545406123,246.0339545406123,-3.495170770012709,-3.495170770012709,-3.495170770012709,-3.495170770012709,-3.495170770012709,-3.495170770012709,0.0,0.0,0.0,242.5387837705996
71,2020-06-25,247.90707518856402,158.65540353885044,333.3882914250092,247.90707518856402,247.90707518856402,-3.844267505518821,-3.844267505518821,-3.844267505518821,-3.844267505518821,-3.844267505518821,-3.844267505518821,0.0,0.0,0.0,244.0628076830452
72,2020-06-26,249.78019583651582,155.2019537085563,326.1398790584387,249.78019583651582,249.78019583651582,-7.7624270946241865,-7.7624270946241865,-7.7624270946241865,-7.7624270946241865,-7.7624270946241865,-7.7624270946241865,0.0,0.0,0.0,242.01776874189164
73,2020-06-29,255.5636246547169,163.7538639829162,326.57609793164494,255.5636246547169,255.5636246547169,-5.865172059120646,-5.865172059120646,-5.865172059120646,-5.865172059120646,-5.865172059120646,-5.865172059120646,0.0,0.0,0.0,249.69845259559625
74,2020-06-30,257.491434260784,164.2966892639498,343.84562360739244,257.491434260784,257.491434260784,-2.3850194152964264,-2.3850194152964264,-2.3850194152964264,-2.3850194152964264,-2.3850194152964264,-2.3850194152964264,0.0,0.0,0.0,255.10641484548756
75,2020-07-01,259.419243866851,169.64622646427628,339.8231535409267,259.419243866851,259.419243866851,-3.495170770011315,-3.495170770011315,-3.495170770011315,-3.495170770011315,-3.495170770011315,-3.495170770011315,0.0,0.0,0.0,255.92407309683966
76,2020-07-02,261.34705347291805,160.3297413436096,339.62213892786184,261.34705347291805,261.34705347291805,-3.844267505526491,-3.844267505526491,-3.844267505526491,-3.844267505526491,-3.844267505526491,-3.844267505526491,0.0,0.0,0.0,257.50278596739156
77,2020-07-06,269.0582918971862,183.06908924941126,353.28885914931834,269.0582918971862,269.0582918971862,-5.865172059087357,-5.865172059087357,-5.865172059087357,-5.865172059087357,-5.865172059087357,-5.865172059087357,0.0,0.0,0.0,263.1931198380989
78,2020-07-07,270.98610150325334,179.85949799460772,353.8450192960679,270.98610150325334,270.98610150325334,-2.385019415288634,-2.385019415288634,-2.385019415288634,-2.385019415288634,-2.385019415288634,-2.385019415288634,0.0,0.0,0.0,268.6010820879647
79,2020-07-08,272.91391110932034,183.07394636826567,350.7856534729369,272.91391110932034,272.91391110932034,-3.4951707700107404,-3.4951707700107404,-3.4951707700107404,-3.4951707700107404,-3.4951707700107404,-3.4951707700107404,0.0,0.0,0.0,269.4187403393096
80,2020-07-09,274.8417207153874,189.05070284322954,359.39421966735983,274.8417207153874,274.8417207153874,-3.8442675055253117,-3.8442675055253117,-3.8442675055253117,-3.8442675055253117,-3.8442675055253117,-3.8442675055253117,0.0,0.0,0.0,270.9974532098621
81,2020-07-10,276.77709891669474,183.00729235842994,352.7735192202,276.77709891669474,276.77709891669474,-7.762427094615734,-7.762427094615734,-7.762427094615734,-7.762427094615734,-7.762427094615734,-7.762427094615734,0.0,0.0,0.0,269.014671822079
82,2020-07-13,282.58323352061666,190.9989941010429,362.2252372983678,282.58323352061666,282.58323352061666,-5.865172059100281,-5.865172059100281,-5.865172059100281,-5.865172059100281,-5.865172059100281,-5.865172059100281,0.0,0.0,0.0,276.71806146151636
83,2020-07-14,284.518611721924,192.90514099423794,369.22813397764713,284.518611721924,284.518611721924,-2.3850194152928763,-2.3850194152928763,-2.3850194152928763,-2.3850194152928763,-2.3850194152928763,-2.3850194152928763,0.0,0.0,0.0,282.1335923066311
84,2020-07-15,286.4539899232313,197.10685942882844,364.35389776795273,286.4539899232313,286.4539899232313,-3.4951707700119323,-3.4951707700119323,-3.4951707700119323,-3.4951707700119323,-3.4951707700119323,-3.4951707700119323,0.0,0.0,0.0,282.95881915321934
85,2020-07-16,288.38936812453863,191.85729367515458,367.44524455033155,288.38936812453863,288.38936812453863,-3.844267505541831,-3.844267505541831,-3.844267505541831,-3.844267505541831,-3.844267505541831,-3.844267505541831,0.0,0.0,0.0,284.5451006189968
86,2020-07-17,290.324746325846,195.3872417368778,374.6142831245653,290.324746325846,290.324746325846,-7.762427094652496,-7.762427094652496,-7.762427094652496,-7.762427094652496,-7.762427094652496,-7.762427094652496,0.0,0.0,0.0,282.5623192311935
87,2020-07-20,296.1308809297679,208.14717285352359,375.76806486481445,296.1308809297679,296.1308809297679,-5.86517205909329,-5.86517205909329,-5.86517205909329,-5.86517205909329,-5.86517205909329,-5.86517205909329,0.0,0.0,0.0,290.2657088706746
88,2020-07-21,298.06625913107524,210.67233216833154,387.29793172408046,298.06625913107524,298.06625913107524,-2.3850194152850834,-2.3850194152850834,-2.3850194152850834,-2.3850194152850834,-2.3850194152850834,-2.3850194152850834,0.0,0.0,0.0,295.6812397157902
89,2020-07-22,300.00164356880833,216.29035908985168,381.36774168096906,300.00164356880833,300.00164356880833,-3.4951707700070043,-3.4951707700070043,-3.4951707700070043,-3.4951707700070043,-3.4951707700070043,-3.4951707700070043,0.0,0.0,0.0,296.5064727988013
90,2020-07-23,301.93702800654137,212.79331133988143,390.7901770880543,301.93702800654137,301.93702800654137,-3.8442675055406523,-3.8442675055406523,-3.8442675055406523,-3.8442675055406523,-3.8442675055406523,-3.8442675055406523,0.0,0.0,0.0,298.0927605010007
91,2020-07-24,303.8724124442745,207.6999273493934,377.3274385402264,303.8724124442745,303.8724124442745,-7.7624270946394125,-7.7624270946394125,-7.7624270946394125,-7.7624270946394125,-7.7624270946394125,-7.7624270946394125,0.0,0.0,0.0,296.1099853496351
92,2020-07-27,309.6785657574739,219.31441622215775,389.116481426568,309.6785657574739,309.6785657574739,-5.865172059126133,-5.865172059126133,-5.865172059126133,-5.865172059126133,-5.865172059126133,-5.865172059126133,0.0,0.0,0.0,303.8133936983478
93,2020-07-28,311.61395019520705,225.31867249019578,394.3037888792656,311.61395019520705,311.61395019520705,-2.3850194152930864,-2.3850194152930864,-2.3850194152930864,-2.3850194152930864,-2.3850194152930864,-2.3850194152930864,0.0,0.0,0.0,309.228930779914
94,2020-07-29,313.5493346329401,226.783542521883,392.0933841785797,313.5493346329401,313.5493346329401,-3.4951707700099646,-3.4951707700099646,-3.4951707700099646,-3.4951707700099646,-3.4951707700099646,-3.4951707700099646,0.0,0.0,0.0,310.0541638629301
95,2020-07-30,315.48471907067324,228.55385920165787,406.8860822619613,315.48471907067324,315.48471907067324,-3.844267505539474,-3.844267505539474,-3.844267505539474,-3.844267505539474,-3.844267505539474,-3.844267505539474,0.0,0.0,0.0,311.6404515651338
